"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","XVP","Previous year prices and previous year exchange rates","2011","2011","USD","US Dollar","6","Millions",,,403740.513,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","XVP","Previous year prices and previous year exchange rates","2012","2012","USD","US Dollar","6","Millions",,,434622.6,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","XVP","Previous year prices and previous year exchange rates","2013","2013","USD","US Dollar","6","Millions",,,409506.233,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","XVP","Previous year prices and previous year exchange rates","2014","2014","USD","US Dollar","6","Millions",,,433035.716,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","XVP","Previous year prices and previous year exchange rates","2015","2015","USD","US Dollar","6","Millions",,,447074.845,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","XVP","Previous year prices and previous year exchange rates","2016","2016","USD","US Dollar","6","Millions",,,389570.225,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","XVP","Previous year prices and previous year exchange rates","2017","2017","USD","US Dollar","6","Millions",,,404777.626,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","XVP","Previous year prices and previous year exchange rates","2018","2018","USD","US Dollar","6","Millions",,,427381.343,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","XVP","Previous year prices and previous year exchange rates","2019","2019","USD","US Dollar","6","Millions",,,461895.158,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","XVP","Previous year prices and previous year exchange rates","2020","2020","USD","US Dollar","6","Millions",,,415925.466,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","XVP","Previous year prices and previous year exchange rates","2021","2021","USD","US Dollar","6","Millions",,,455057.803,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2005","2005","USD","US Dollar","6","Millions",,,288086.722,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2006","2006","USD","US Dollar","6","Millions",,,311369.604,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2007","2007","USD","US Dollar","6","Millions",,,327132.558,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2008","2008","USD","US Dollar","6","Millions",,,343812.976,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2009","2009","USD","US Dollar","6","Millions",,,341411.367,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2010","2010","USD","US Dollar","6","Millions",,,351336.723,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2011","2011","USD","US Dollar","6","Millions",,,373031.477,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2012","2012","USD","US Dollar","6","Millions",,,391635.176,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2013","2013","USD","US Dollar","6","Millions",,,406370.245,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2014","2014","USD","US Dollar","6","Millions",,,417059.519,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2015","2015","USD","US Dollar","6","Millions",,,430975.924,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2016","2016","USD","US Dollar","6","Millions",,,460282.647,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2017","2017","USD","US Dollar","6","Millions",,,476590.588,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,503361.417,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2019","2019","USD","US Dollar","6","Millions",,,530166.548,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2020","2020","USD","US Dollar","6","Millions",,,510518.807,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","CPC","Current prices, current PPPs","2021","2021","USD","US Dollar","6","Millions",,,536878.733,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2005","2005","USD","US Dollar","6","Millions","2015","2015",318065.663,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2006","2006","USD","US Dollar","6","Millions","2015","2015",335277.973,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2007","2007","USD","US Dollar","6","Millions","2015","2015",355499.874,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2008","2008","USD","US Dollar","6","Millions","2015","2015",367747.97,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2009","2009","USD","US Dollar","6","Millions","2015","2015",360589.988,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2010","2010","USD","US Dollar","6","Millions","2015","2015",370420.347,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2011","2011","USD","US Dollar","6","Millions","2015","2015",388236.804,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2012","2012","USD","US Dollar","6","Millions","2015","2015",398908.111,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2013","2013","USD","US Dollar","6","Millions","2015","2015",405489.325,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2014","2014","USD","US Dollar","6","Millions","2015","2015",417051.315,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",430975.924,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",447674.097,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",462388.326,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",482308.154,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2019","2019","USD","US Dollar","6","Millions","2015","2015",497199.559,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2020","2020","USD","US Dollar","6","Millions","2015","2015",477010.782,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPCOB","Current prices, constant PPPs, OECD base year","2021","2021","USD","US Dollar","6","Millions","2015","2015",508440.148,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPVOB","Constant prices, constant PPPs, OECD base year","2005","2005","USD","US Dollar","6","Millions","2015","2015",383231.116,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPVOB","Constant prices, constant PPPs, OECD base year","2006","2006","USD","US Dollar","6","Millions","2015","2015",396468.079,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPVOB","Constant prices, constant PPPs, OECD base year","2007","2007","USD","US Dollar","6","Millions","2015","2015",411246.09,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPVOB","Constant prices, constant PPPs, OECD base year","2008","2008","USD","US Dollar","6","Millions","2015","2015",417252.026,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPVOB","Constant prices, constant PPPs, OECD base year","2009","2009","USD","US Dollar","6","Millions","2015","2015",401544.247,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPVOB","Constant prices, constant PPPs, OECD base year","2010","2010","USD","US Dollar","6","Millions","2015","2015",408920.991,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPVOB","Constant prices, constant PPPs, OECD base year","2011","2011","USD","US Dollar","6","Millions","2015","2015",420872.923,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPVOB","Constant prices, constant PPPs, OECD base year","2012","2012","USD","US Dollar","6","Millions","2015","2015",423736.734,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPVOB","Constant prices, constant PPPs, OECD base year","2013","2013","USD","US Dollar","6","Millions","2015","2015",423844.807,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPVOB","Constant prices, constant PPPs, OECD base year","2014","2014","USD","US Dollar","6","Millions","2015","2015",426647.577,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPVOB","Constant prices, constant PPPs, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",430975.924,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPVOB","Constant prices, constant PPPs, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",439549.919,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPVOB","Constant prices, constant PPPs, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",449477.472,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPVOB","Constant prices, constant PPPs, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",460379.033,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPVOB","Constant prices, constant PPPs, OECD base year","2019","2019","USD","US Dollar","6","Millions","2015","2015",467364.772,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPVOB","Constant prices, constant PPPs, OECD base year","2020","2020","USD","US Dollar","6","Millions","2015","2015",437201.197,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","VPVOB","Constant prices, constant PPPs, OECD base year","2021","2021","USD","US Dollar","6","Millions","2015","2015",457123.804,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","PVP","Previous year prices and previous year PPPs","2005","2005","USD","US Dollar","6","Millions",,,282193.548,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","PVP","Previous year prices and previous year PPPs","2006","2006","USD","US Dollar","6","Millions",,,298037.358,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","PVP","Previous year prices and previous year PPPs","2007","2007","USD","US Dollar","6","Millions",,,322975.643,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","PVP","Previous year prices and previous year PPPs","2008","2008","USD","US Dollar","6","Millions",,,331910.08,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","PVP","Previous year prices and previous year PPPs","2009","2009","USD","US Dollar","6","Millions",,,330869.868,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","PVP","Previous year prices and previous year PPPs","2010","2010","USD","US Dollar","6","Millions",,,347683.413,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","PVP","Previous year prices and previous year PPPs","2011","2011","USD","US Dollar","6","Millions",,,361605.584,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","PVP","Previous year prices and previous year PPPs","2012","2012","USD","US Dollar","6","Millions",,,375569.753,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","PVP","Previous year prices and previous year PPPs","2013","2013","USD","US Dollar","6","Millions",,,391735.062,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","PVP","Previous year prices and previous year PPPs","2014","2014","USD","US Dollar","6","Millions",,,409057.461,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","PVP","Previous year prices and previous year PPPs","2015","2015","USD","US Dollar","6","Millions",,,421290.594,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","PVP","Previous year prices and previous year PPPs","2016","2016","USD","US Dollar","6","Millions",,,439549.919,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","PVP","Previous year prices and previous year PPPs","2017","2017","USD","US Dollar","6","Millions",,,470678.464,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","PVP","Previous year prices and previous year PPPs","2018","2018","USD","US Dollar","6","Millions",,,488149.746,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","PVP","Previous year prices and previous year PPPs","2019","2019","USD","US Dollar","6","Millions",,,510999.366,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","PVP","Previous year prices and previous year PPPs","2020","2020","USD","US Dollar","6","Millions",,,495949.766,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","PVP","Previous year prices and previous year PPPs","2021","2021","USD","US Dollar","6","Millions",,,533782.388,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCXC","Per head, current prices, current exchange rates","2005","2005","USD","US Dollar","0","Units",,,38429.372633,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCXC","Per head, current prices, current exchange rates","2006","2006","USD","US Dollar","0","Units",,,40672.735766,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCXC","Per head, current prices, current exchange rates","2007","2007","USD","US Dollar","0","Units",,,46917.022808,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCXC","Per head, current prices, current exchange rates","2008","2008","USD","US Dollar","0","Units",,,51919.70281,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCXC","Per head, current prices, current exchange rates","2009","2009","USD","US Dollar","0","Units",,,48163.945886,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCXC","Per head, current prices, current exchange rates","2010","2010","USD","US Dollar","0","Units",,,46916.860423,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCXC","Per head, current prices, current exchange rates","2011","2011","USD","US Dollar","0","Units",,,51461.342038,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCXC","Per head, current prices, current exchange rates","2012","2012","USD","US Dollar","0","Units",,,48586.12696,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCXC","Per head, current prices, current exchange rates","2013","2013","USD","US Dollar","0","Units",,,50746.644801,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCXC","Per head, current prices, current exchange rates","2014","2014","USD","US Dollar","0","Units",,,51801.069494,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCXC","Per head, current prices, current exchange rates","2015","2015","USD","US Dollar","0","Units",,,44263.318562,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCXC","Per head, current prices, current exchange rates","2016","2016","USD","US Dollar","0","Units",,,45291.320314,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCXC","Per head, current prices, current exchange rates","2017","2017","USD","US Dollar","0","Units",,,47442.602449,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCXC","Per head, current prices, current exchange rates","2018","2018","USD","US Dollar","0","Units",,,51482.943946,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCXC","Per head, current prices, current exchange rates","2019","2019","USD","US Dollar","0","Units",,,50083.279605,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCXC","Per head, current prices, current exchange rates","2020","2020","USD","US Dollar","0","Units",,,48809.330879,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCXC","Per head, current prices, current exchange rates","2021","2021","USD","US Dollar","0","Units",,,53663.33359,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVXVOB","Per head, constant prices, constant exchange rates, OECD base year","2005","2005","USD","US Dollar","0","Units","2015","2015",41294.073791,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVXVOB","Per head, constant prices, constant exchange rates, OECD base year","2006","2006","USD","US Dollar","0","Units","2015","2015",42499.912996,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVXVOB","Per head, constant prices, constant exchange rates, OECD base year","2007","2007","USD","US Dollar","0","Units","2015","2015",43939.291328,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVXVOB","Per head, constant prices, constant exchange rates, OECD base year","2008","2008","USD","US Dollar","0","Units","2015","2015",44439.815574,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVXVOB","Per head, constant prices, constant exchange rates, OECD base year","2009","2009","USD","US Dollar","0","Units","2015","2015",42664.601195,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVXVOB","Per head, constant prices, constant exchange rates, OECD base year","2010","2010","USD","US Dollar","0","Units","2015","2015",43346.611015,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVXVOB","Per head, constant prices, constant exchange rates, OECD base year","2011","2011","USD","US Dollar","0","Units","2015","2015",44467.474842,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVXVOB","Per head, constant prices, constant exchange rates, OECD base year","2012","2012","USD","US Dollar","0","Units","2015","2015",44569.337848,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVXVOB","Per head, constant prices, constant exchange rates, OECD base year","2013","2013","USD","US Dollar","0","Units","2015","2015",44312.928399,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVXVOB","Per head, constant prices, constant exchange rates, OECD base year","2014","2014","USD","US Dollar","0","Units","2015","2015",44257.721542,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVXVOB","Per head, constant prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","0","Units","2015","2015",44263.318562,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVXVOB","Per head, constant prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","0","Units","2015","2015",44574.241637,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVXVOB","Per head, constant prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","0","Units","2015","2015",45294.558693,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVXVOB","Per head, constant prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","0","Units","2015","2015",46169.321115,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVXVOB","Per head, constant prices, constant exchange rates, OECD base year","2019","2019","USD","US Dollar","0","Units","2015","2015",46659.076868,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVXVOB","Per head, constant prices, constant exchange rates, OECD base year","2020","2020","USD","US Dollar","0","Units","2015","2015",43455.792662,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVXVOB","Per head, constant prices, constant exchange rates, OECD base year","2021","2021","USD","US Dollar","0","Units","2015","2015",45260.005434,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,35024.557484,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,37659.840674,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,39436.420128,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,41316.022642,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,40929.336746,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,42020.550637,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,44469.209642,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2012","2012","USD","US Dollar","0","Units",,,46477.655075,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,47936.677963,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,48813.534409,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,49942.056293,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,52665.087457,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,54188.360666,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,56956.110562,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,59719.331647,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,57253.300563,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,59976.264665,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVPVOB","Per head, constant prices, constant PPPs, OECD base year","2005","2005","USD","US Dollar","0","Units","2015","2015",46591.873923,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVPVOB","Per head, constant prices, constant PPPs, OECD base year","2006","2006","USD","US Dollar","0","Units","2015","2015",47952.415596,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVPVOB","Per head, constant prices, constant PPPs, OECD base year","2007","2007","USD","US Dollar","0","Units","2015","2015",49576.458167,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVPVOB","Per head, constant prices, constant PPPs, OECD base year","2008","2008","USD","US Dollar","0","Units","2015","2015",50141.196891,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVPVOB","Per head, constant prices, constant PPPs, OECD base year","2009","2009","USD","US Dollar","0","Units","2015","2015",48138.232375,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVPVOB","Per head, constant prices, constant PPPs, OECD base year","2010","2010","USD","US Dollar","0","Units","2015","2015",48907.740264,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVPVOB","Per head, constant prices, constant PPPs, OECD base year","2011","2011","USD","US Dollar","0","Units","2015","2015",50172.404689,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVPVOB","Per head, constant prices, constant PPPs, OECD base year","2012","2012","USD","US Dollar","0","Units","2015","2015",50287.336153,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVPVOB","Per head, constant prices, constant PPPs, OECD base year","2013","2013","USD","US Dollar","0","Units","2015","2015",49998.030798,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVPVOB","Per head, constant prices, constant PPPs, OECD base year","2014","2014","USD","US Dollar","0","Units","2015","2015",49935.741207,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVPVOB","Per head, constant prices, constant PPPs, OECD base year","2015","2015","USD","US Dollar","0","Units","2015","2015",49942.056293,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVPVOB","Per head, constant prices, constant PPPs, OECD base year","2016","2016","USD","US Dollar","0","Units","2015","2015",50292.869072,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVPVOB","Per head, constant prices, constant PPPs, OECD base year","2017","2017","USD","US Dollar","0","Units","2015","2015",51105.598801,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVPVOB","Per head, constant prices, constant PPPs, OECD base year","2018","2018","USD","US Dollar","0","Units","2015","2015",52092.58838,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVPVOB","Per head, constant prices, constant PPPs, OECD base year","2019","2019","USD","US Dollar","0","Units","2015","2015",52645.177074,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVPVOB","Per head, constant prices, constant PPPs, OECD base year","2020","2020","USD","US Dollar","0","Units","2015","2015",49030.929309,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HVPVOB","Per head, constant prices, constant PPPs, OECD base year","2021","2021","USD","US Dollar","0","Units","2015","2015",51066.612552,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPIXOE","Per head, index using current prices and current PPPs","2005","2005","OECDIDX","OECD=100","-2","Hundredths",,,117.476884,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPIXOE","Per head, index using current prices and current PPPs","2006","2006","OECDIDX","OECD=100","-2","Hundredths",,,118.411339,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPIXOE","Per head, index using current prices and current PPPs","2007","2007","OECDIDX","OECD=100","-2","Hundredths",,,118.235206,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPIXOE","Per head, index using current prices and current PPPs","2008","2008","OECDIDX","OECD=100","-2","Hundredths",,,120.739093,"B","Break"
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPIXOE","Per head, index using current prices and current PPPs","2009","2009","OECDIDX","OECD=100","-2","Hundredths",,,123.062526,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPIXOE","Per head, index using current prices and current PPPs","2010","2010","OECDIDX","OECD=100","-2","Hundredths",,,121.578722,"B","Break"
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPIXOE","Per head, index using current prices and current PPPs","2011","2011","OECDIDX","OECD=100","-2","Hundredths",,,123.748542,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPIXOE","Per head, index using current prices and current PPPs","2012","2012","OECDIDX","OECD=100","-2","Hundredths",,,125.985841,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPIXOE","Per head, index using current prices and current PPPs","2013","2013","OECDIDX","OECD=100","-2","Hundredths",,,125.390286,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPIXOE","Per head, index using current prices and current PPPs","2014","2014","OECDIDX","OECD=100","-2","Hundredths",,,124.113244,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPIXOE","Per head, index using current prices and current PPPs","2015","2015","OECDIDX","OECD=100","-2","Hundredths",,,123.454259,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPIXOE","Per head, index using current prices and current PPPs","2016","2016","OECDIDX","OECD=100","-2","Hundredths",,,125.63586,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPIXOE","Per head, index using current prices and current PPPs","2017","2017","OECDIDX","OECD=100","-2","Hundredths",,,124.533725,,
"AUT","Austria","B1_GE","Gross domestic product (expenditure approach)","HCPIXOE","Per head, index using current prices and current PPPs","2018","2018","OECDIDX","OECD=100","-2","Hundredths",,,126.0317,,
